品类,历史tradeId,历史fieldId,字段,类型,历史必填,历史saleProp,Listingify基线来源,CLI本地来源,Listingify基线判断逻辑,CLI缺失处理,create阶段,full-update阶段,incremental阶段,确认状态,CLI代码/验证入口,基线证据
套装,9666,61309,详情页面料-中幼童20Q2,多行/结构文本,否,否,吊牌/洗唛 OCR + COPYWRITING 标准文案 + 人工确认,吊牌/洗唛 OCR + 本地文案 Excel 标准文案 + 人工确认,按面料部位保留真实成分和比例；吊牌/洗唛合规事实优先，文案只作补充，枚举按模板归一。,无吊牌/洗唛/文案证据留空或转合规人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5030
套装,9666,73647,详细材质信息(VIP),文本,否,否,吊牌/洗唛 OCR + COPYWRITING 标准文案 + 人工确认,吊牌/洗唛 OCR + 本地文案 Excel 标准文案 + 人工确认,按面料部位保留真实成分和比例；吊牌/洗唛合规事实优先，文案只作补充，枚举按模板归一。,无吊牌/洗唛/文案证据留空或转合规人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5031
套装,9666,42973,适用场合,文本,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,当前代码对服饰/鞋品适用场合使用确定性“日常”，仍需校验模板 options。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5032
套装,9666,39439,选购热点,文本,否,否,LAUNCH_PLAN 属性/品牌授权资料 + 当前模板 options,本地上市计划 Excel 属性/品牌授权资料 + 当前模板 options,只在上市计划、授权文件或业务标记有据时选择模板合法值。,无业务/授权证据留空。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5033
套装,9666,71371,配件版产品功能,多行/结构文本,否,否,COPYWRITING + LAUNCH_PLAN + REFERENCE_IMAGE,本地文案 Excel + 本地上市计划 Excel + 本地参考图,只取文案、吊牌或图片可证明的功能；枚举字段必须命中模板 options。,无明确功能证据则留空。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5034
套装,9666,71377,配件版产品材质,多行/结构文本,否,否,OCR_HANGTAG/OCR_WASHLABEL + COPYWRITING,本地图包/PDF 的可追溯 OCR + 本地文案 Excel,按真实成分归一为材质枚举或文本；优先保留主材质。,无材质证据则留空复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5035
套装,9666,71372,配件版产品规格,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5036
套装,9666,71375,配件版口径,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5037
套装,9666,71367,配件版品名,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5038
套装,9666,71374,配件版容量,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5039
套装,9666,71404,配件版尺寸,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5040
套装,9666,71368,配件版年龄,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5041
套装,9666,71369,配件版材质,多行/结构文本,否,否,OCR_HANGTAG/OCR_WASHLABEL + COPYWRITING,本地图包/PDF 的可追溯 OCR + 本地文案 Excel,按真实成分归一为材质枚举或文本；优先保留主材质。,无材质证据则留空复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5042
套装,9666,71378,配件版款式,多行/结构文本,否,否,LAUNCH_PLAN + COPYWRITING + REFERENCE_IMAGE,本地上市计划 Excel + 本地文案 Excel + 本地参考图,优先上市计划小类/主款式和文案款式；图片只判断可见结构；枚举字段必须命中模板值。,无法唯一判断时留空人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5043
套装,9666,71376,配件版耐温度,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5044
套装,9666,71379,配件版适用年龄,多行/结构文本,否,否,MDM/LAUNCH_PLAN 年龄段 + APPAREL_SIZE_REFERENCE 年龄/身高基准,MDM/本地上市计划 Excel 年龄段 + APPAREL_SIZE_REFERENCE 年龄/身高基准,将年龄段解析为闭合区间后命中当前模板最具体合法枚举；服饰优先尺码基准，鞋品优先匹配 chart reference_age。,没有尺码段、基准年龄或明确文案时留空并转人工；开放区间不擅自闭合。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5045
套装,9666,71370,配件版重量,多行/结构文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5046
套装,9666,71373,配件版面料,多行/结构文本,否,否,OCR_HANGTAG/OCR_WASHLABEL + COPYWRITING,本地图包/PDF 的可追溯 OCR + 本地文案 Excel,从真实成分和文案面料名称归一；抖音字段必须命中抖音面料材质枚举。,无证据留空并复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5047
套装,9666,71381,配饰版卖点1,多行/结构文本,否,否,业务规则 skip：当前类目不是配饰类目,业务规则 skip：当前类目不是配饰类目,当前类目不是配饰类目 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5048
